,review
1315,"There are many problems with Mystery Men. First of all there are too many different characters for all of them to be given complex or even interesting personalities. The special effects detract from the story and are not really that special. Paul Reubens is wasted in a pathetic, juvenile role as a character who merely farts and speaks in an inaudible accent.<br /><br />Now onto the decent parts. William H Macy, three heavenly words, and his performance as the shoveler is pitch perfect. The sphinx is an exceptionally funny character who is only mysterious and merely spouts out the traditional mystical proverbs. Ben Stiller is very amusing as well, showing a weak character trying to make it into the big leagues of superheroes. All of the characters do, and that is an area which I found particuarly ironic. That is because all of the actors are Indie film actors trying to make it into the big leagues of Hollywood.<br /><br />To be honest, the reason I thought it failed at the box-office is"
1316,"Otto Preminger directs this light as a feather story. Bohemian Jean Seberg and her equally bohemian widower father David Niven holiday in the South of France with nutty Mylène Demongeot. Things are fine until family friend Deborah Kerr shows up. Nivens, a degenerate womanizer, finds the conquest of Kerr too hard to resist. That's fine with Seberg, as long as Niven loves her and leaves her (as he's done with all the women in his past...including Demongeot). When it appears as though she's becoming second banana in Niven's life, Seberg exact revenge on Kerr. Preminger tells the story in flashbacks from Seberg's perspective and cleverly combines black and white with sunnier color scenes. The cinematography by Georges Périnal is stunning. The film features some of Preminger's least heavy-handed direction, although he rarely allows any close-ups, which makes it difficult to make out what the actors are really feeling. Arthur Laurents wrote the script and it's full of acidic dialog and funny"
1317,"In a year of pretentious muck like ""Synecdoche, New York"" a film born out of Charlie Kaufman's own self-indulgence, comes a film that is similarly hard to watch but about three times as important. ""Frownland"" is a labor of love by the crew, the actors and the filmmaker, shot over years by friends. It traces a man who cannot communicate through his thoroughly authentic, REAL Brooklyn world. The people that you see are a step beyond even the stylization of the ""mumblecore"" movement. They are real people, painfully trapped in their own self-contained neuroses, unwilling to change, unable. The real world to them is their own set of delusions and because this is a film about people who are so profoundly out of touch, it is very difficult to watch. It is 16mm film-making without proper light, money or any of the other factors that would make a film ""slick"", but its honesty can not be understated, a fact that would cause a room full of people to dismiss it and for Richard Linklater to give it"
1318,"I cheer for films that fill in subject matter gaps in world cinema. So after watching the trailer for ""Water Lilies,"" I expected to like this film because I thought I'd stumbled on something unique: a movie that honestly portrays teen lesbian love - sort of a female version of ""Beautiful Thing."" <br /><br />The main characters are young French women 15 years old. Marie is slender, reticent and pretty in a tomboyish way; Floriane is outgoing, athletic and beautiful; and Anne is loyal, pudgy and behaviorally immature. The erotic interrelationship between Marie and Floriane is always simmering in this movie, if not at the surface, then just below it. <br /><br />""Water Lilies,"" however, is not about the dawning of lesbian love upon two teens; it is about sexual frustration, suffering, ennui, teens working at cross-purposes and - in at least two instances - joyless, mechanical sex. It also proves that screenwriters and film-makers mar their own creations when they become too manipulative.<"
1319,"Roger Corman is undeniably one of the most versatile and unpredictable directors/producers in history. He was single-handedly responsible for some of my favorite horror films ever (like the Edgar Allen Poe adaptations ""Masque of the Red Death"" and ""Pit and the Pendulum"") as well as some insufferably cheap and tacky rubbish quickies (like ""Creature from the Haunted Sea"" and ""She Gods of the Shark Reef""). Corman also made a couple of movies that are simply unclassifiable and  simply put  nearly impossible to judge properly. ""The Trip"", for example, as well as this imaginatively titled ""Gas-s-s-s"" can somewhat be labeled as psychedelic exploitation. In other words, they're incredibly strange hippie-culture influenced movies. Half of the time you haven't got the slightest idea what's going on, who these characters are that walk back and forth through the screen and where the hell this whole thing is going. The plot is simply and yet highly effective: a strange but deadly nerve gas is acc"
1320,"Based on fact, this is the story of a teenager named Homer Hickam (Jake Gyllenhaal), growing up in a coal town in West Virginia where a boy's usual destiny was to ""end up in the mines."" But Homer had his eye on the sky and a love for flying rockets, to the dismay of his mine-foreman father, and the consternation of the townsfolk generally. A misfit for sure, he and three of his equally outcast buddies begin making rockets, which they fly from a patch of barren land eight miles out of town, so as to no longer terrorize the community with their oft-times errant rockets. Unfortunately, most of the town and especially Homer's father (Chris Cooper) thinks that they are wasting their time. However, the people become intrigued and soon start coming out in droves to watch the 'Rocketboys' send off their homemade missiles. Only one teacher (Laura Dern) in the high school understands their efforts and lets them know that they could become contenders in the national science fair with college scho"
1321,"Good action show, but nothing new. This one took place high in the mountains, which showed some nice scenery and such. One man takes on a group of mercenaries, the lead flies, and he kicks butt. It could have been called ""Rambo Goes to the Rockies"", it was that pat. It did have one very effective scene right at the first of the film which had me cringing in horror. Not a bad picture, but just same ol', same ol'."
1322,"This is kind of a weird movie, given that Santa Claus lives on a cloud in outer space and fights against Satan and his minions...but it's still kinda fun.<br /><br />It has some genuine laughs...whether all of them were intentional is certainly debatable, though. This movie is not good, but I can say I really enjoyed watching it.<br /><br />I would recommend this movie over ""Santa Claus Conquers the Martians"", ""Santa Claus"" with Dudley Moore and John Lithgow, or ""The Santa Clause"" with Tim Allen."
1323,"The Drug Years actually suffers from one of those aspects to mini-series or other kinds of TV documentaries run over and over again for a couple of weeks on TV. It's actually not long enough, in a way. All of the major bases in the decades are covered, and they're all interesting to note as views into post-modern history and from different sides. But it almost doesn't cover enough, or at least what is covered at times is given a once over when it could deserve more time. For example, the information and detail in part three about the whole process and business unto itself of shipping mass amounts of drugs (partly the marijuana, later cocaine) is really well presented, but there are more details that are kept at behest of how much time there is to cover.<br /><br />Overall though the documentary does shed enough light on how drugs, pop-culture, government intervention, the upper classes and lower classes and into suburbia, all felt the wave of various drugs over the years, and the inter"
1324,"America. A land of freedom, of hope and of dreams. This is the nation that, since its independence, has striven to bring democracy, prosperity, and peace to the entire world, for the good of all mankind. There are times, however, when one cannot help but wish that the American's would just stay on their side of the Atlantic. <br /><br />This 'movie' (and I use that word with some reservations) evokes these feelings with an intense purity. This vision of hell follows the adventures of Calvin, a freakish jewel thief who was created by attaching the severed head of Marlon Wayan onto the body of a two foot-high dwarf. After inadvertently dropping a large diamond into the handbag of Vanessa, a career-woman who is reluctant to have children, Calvin realises that in order to recover the diamond he must ingratiate himself with her. So, as any normal man would, Calvin dresses himself up as a 2 year-old and parks himself upon the poor woman's doorstep, where he is discovered by Darryl, the brood"
1325,"this movie, i won't call it a ""film,"" was basically about nothing and functioned mostly for the popular acts of the time. yeah the war was on full swing (pun intended), and this movie gave the troops and our audiences a treat.<br /><br />but let's have something with a bit more substance.<br /><br />loved seeing a young Buddy Rich on the drums. the music was good throughout.<br /><br />but one cameo after another gets old fast.<br /><br />i didn't even recognize Zero Mostel! so if you're one from the ""greatest generation,"" as they say, you'll definitely enjoy this...<br /><br />movie."
1326,"Most horror movies are in fact horrible movies. They get to be same ol'-same ol'. Same ol' pack every minute with some cheap thrill (usually 'splatter') and nowadays they can pack every second with gaudy special effects. One of the goals of a really good horror flick is to suspend the sense of disbelief of the audience. For instance, I saw both of the recent Mummy movies and nearly got dizzy viewing ridiculous special effects every second. It probably costs a million dollars per second to make those movies and my sense of disbelief was never suspended, it grew roots.<br /><br />Subtlety can be more terrifying. Less is more. <br /><br />I first saw 'The Woman in Black' on the A&E channel. After flipping through the usual 987 channels of very bad television I stopped to watch it. This movie almost has the feel of a 'Masterpiece Theater' production. That was fine with me, I've always preferred British TV & movies anyway.<br /><br />Most viewers would find this to be too slowly paced. But "
1327,"""The Plainsman"" represents the directorial prowess of Cecil B. DeMille at its most inaccurate and un-factual. It sets up parallel plots for no less stellar an entourage than Wild Bill Hickok (Gary Cooper), Buffalo Bill Cody (James Ellison), Calamity Jane (Jean Arthur), George Armstrong Custer and Abraham Lincoln to interact, even though in reality Lincoln was already dead at the time the story takes place. Every once in a while DeMille floats dangerously close toward the truth, but just as easily veers away from it into unabashed spectacle and showmanship. The film is an attempt to buttress Custer's last stand with a heap of fiction that is only loosely based on the lives of people, who were already the product of manufactured stuffs and legends. Truly, this is the world according to DeMille - a zeitgeist in the annals of entertainment, but a pretty campy relic by today's standards.<br /><br />TRANSFER: Considering the vintage of the film, this is a moderately appealing transfer, with "
1328,"After viewing the film, I was truly shocked to see such a high rating on IMDb.<br /><br />'The Fantastic Mr. Fox' is an adaption of a beloved children's classic, portraying the story of the smooth, slick protagonist Mr. Fox (or 'Foxy') as he attempts one 'last' heist to steal from the dreaded Boggins, Bunce and Bean. That's right, one short, one fat, one lean, or however it goes.<br /><br />I don't quite know where to start with my criticism.<br /><br />Well, I'm in my late teens and was never a fan of Roald Dahl, but I like his material well enough, having read a few of his books as a child and seen Matilda and Charlie and the Chocolate Factory over and over again. This film, however, struggles for an audience. Is it aimed at children? Adults? I'm still unsure! Many of the 'jokes' would bore a child, especially as Mr. Fox visits a lawyer for example, or complains about being poor. Also, an audience of (I'm assuming) children is expected to sympathise with a character who steals and ki"
1329,"It's a good movie if you plan to watch lots of landscapes and animals, like an animal documentary. And making Pierce Brosnan an indian make you wonder 'Does all those people don't recognize if someone isn't indian at plain sight?'"
1330,"I've seen a slew of ""80s rocker horrors"" over the years, from rubbish like ""Terror on Tour"" to ridiculously fun gems like ""Slumber Party Massacre 2."" Somehow I managed to keep putting this one off, which is strange because it's probably the most popular and well received one. Well, I finally caught up with it and it's easily the best of this mostly awful (but almost always endearing!) subgenre. The plot (which was pretty much lifted in the film ""Black Roses"") concerns a mulleted misfit named Eddie, whose ridiculed by all in his high school for his taste in music. He loves 80s metal, especially his idol Sammi Curr (played by the late great Tony Fields.) After Sammi is killed, Eddie favorite radio DJ gives him Sammi's final recording. Once Eddie plays the record backwards, he discovers he's a bit tougher, and bad things start happening to those who taunt him. Is Sammi's music possessed? ""Trick or Treat"" is well-made and a total hoot. The special effects are awesome, even though it does f"
1331,"I loved this movie, I'll admit it. This has to be the best (straight to?) video movie I've seen. Well... me and my friend decided just for shits n' giggles that we'd rent this movie. We knew what to expect and we got exactly what we expected, plus more. When that red neck gets slammed up against the tree by the Sasquatch, we literally watched that part about three to four times, it was that amazing (hysterically, of course). And why? Oh why does the main character have to roll that much? Like honestly, we know that you're in danger, rolling that much isn't gonna help all that much. But really, if this movie is in you're local video store RENT IT. It is worth the money and it's not even that bad, like it's bad, but not incredibly bad. Overall, complete amazing will be in store for you if you rent this movie."
1332,"As the film opens, two thugs kill another thug. When the body is discovered and about to be autopsied, the doctor realizes that although the man was shot dead, he was also suffering from the Pneumonic plague--a very nasty and more virulent version of the Bubonic plague! So, it's a race against time to find those who came in contact with the dead man and treat them immediately, otherwise a disaster could erupt.<br /><br />Oddly, I actually know quite a bit about the Pneumonic plague, as I taught a series of lectures on it for my history classes. The film really did not do a good job of getting the facts right about the disease in that it looked little like what the people had in the movie. The biggest problem is that this illness is so incredibly grotesque that in 1950 they really wouldn't have been allowed to show it. Sure, there is high fever and coughing (they got this right) but also lots of bleeding and explosive vomiting of blackened blood--along with the enormously swollen lymph "
1333,"I didn't even knew this movie existed until shortly after seeing Blade: Trinity, I was messing around on the Trinity board when I saw some user mention how the Wes Craven series is a lot better then the 'crap' that's Blade, So I did my quick research: Checked the scores on IMDb & RottenTomatoes for Dracula: Ascension, and somewhere along the search I found out that this is a sequel to Dracula 2000. I also noticed that within the Wes Craven Dracula boards there was a real strong following for this movie which is a big contradiction to the scores I was seeing.<br /><br />Now let's take a quick personal recap here. I remember seeing Dracula 2000, and I remember not liking it at all, and then seeing the scores of Dracula: Ascension just lowered my expectations even more, but then again, I'm the type of person that truly needs to watch the movie myself (any movie) so that I can form my own opinion.<br /><br />A couple of things I went in knowing when I started watching this movie was that i"
1334,"(This is a review of the later English release by Disney, featuring Alison Lohman, Patrick Stewart, and co.) <br /><br />I really wanted this film to be good. Really, really. I'm a huge fan of Princess Mononoke and Spirited Away, and after seeing all the glowing reviews on this earlier Miyazaki film, I was eager to see it. But I was shocked, shocked I say, at the quality of this film. Those later films boast well-crafted plots, 3-dimensional characters, and the best film music since...well...ever. This film just doesn't come close.<br /><br />Might as well start w/ the positive aspects, though. Like all Miyazaki films, this one is still very imaginative, with a bizarre fantasy/sci-fi setting, in a post-apocalyptic world where insects are the dominant species. Nausicaa can also boast some far superior animation to other films from its time. (though not as beautiful and fluid as Miyazaki's later films) And the English voice acting is quite well done.<br /><br />But this film...just...isn"
1335,Harold Pinter rewrites Anthony Schaeffer's classic play about a man going to visit the husband of his lover and having it all go sideways. The original film starred Laurence Olivier and Michael Caine. Caine has the Olivier role in this version and he's paired with Jude Law. Here the film is directed by Kenneth Branaugh.<br /><br />The acting is spectacular. Both Caine and Law are gangbusters in their respective roles. I really like the chemistry and the clashing of personalities. It's wonderful and enough of a reason to watch when the script's direction goes haywire.<br /><br />Harold Pinter's dialog is crisp and sharp and often very witty and I understand why he was chosen to rewrite the play (which is updated to make use of surveillance cameras and the like).The problem is that how the script moves the characters around is awful. Michale Caine walks Law through his odd modern house with sliding doors and panels for no really good reason. Conversations happen repeatedly in different l
1336,"I considered myself to be quite melancholy, especially when I watch a great touching and tear-jerking movies. But not for this one (which surprised me!) and it is also really surprising me to see how many people praised this movie so highly.<br /><br />There are several disturbing facts throughout the movies: 1. Despite guilt-ridden Ben's real intention to save 7 lives to redeem his past, I find it disturbing that the film seems encourage this type of suicidal action. Some people may perceive this is a heroic action and some others think he behaves cowardly, in the end this was a disturbing action to me.<br /><br />2. The movie story line is over-dramatized, but the logic is over-simplified. Medically, blood type match is required to be an organ donor. Toward the end of the film we learnt that Emily had rear blood type that limited her chance to get the donor within short time period. Nevertheless, it seemed that Ben had the rare blood type, same as hers which allowed him to be her don"
1337,"In many ways DIRTY WORK is a predictable L&H short on the surface with the boys going to sweep someone`s chimney . Guess what happens next ? That`s right slapstick at its most sucessful ensues .<br /><br />But there`s one or two things that seem untypical . Ollie for example is very unlikable , he`s arrogant , he`s rude , and not only to Stan look at the way he addresses the servant with "" HEY YOU "" and takes a childish huff very easily with his catchphrase being "" I have nothing to say "" . In short Ollie plays a bully in a very unlikable way and I much prefer to see him to play the arrogant coward where he`s always at his funniest<br /><br />DIRTY WORK also lacks the reportary regulars of the other L&H shorts like Finlayson , Long , Busch and Housman which means when we switch to the mad scientist plotline there`s a slightly creepy atmosphere that jars with the rest of the movie <br /><br />Having said that this is still a good short mainly down to Stan . Also watch out for a scene fe"
1338,"Gung Ho was a good idea, however it is to much to ask Americans viewers to understand the dynamics of American jobs and foreign competition.In this movie the main character Hunt Stevenson(Michael Keaton) goes to Japan and convinces a Japanese auto company to come to America and help his dying Pennslyvania town. Two things come at you.First why would a Japanese company come to America to make cars when they do so ,and so well at that? Secondly can anyone understand that American companies of all types go to third world nations to have their products made to escape American labor costs? It makes the film's premise then that the Number one maker of cars in the world would go to one of its' top competitors(aside from Germany)and put a plant there as unrealistic. Keaton was still in his comedy mode by this time. But he gives a credible performance all the same as he could prove that he could go from comedy to drama in a matter of seconds and still not embarrass himself but Director Ron Howa"
1339,"I'm a big fan of B5, having caught on only at the end of season three. I faithfully watched all the previous seasons when it was syndicated, concluding that it was one of the most well-thought out story arcs to ever hit television. Even the filler episodes were interesting. The movies, also, were well produced and as entertaining as anything to hit the theaters.<br /><br />Which brings us to 'River of Souls'. Naturally, after seeing everything else, I had high expectations. Martin Sheen appears to be acting in an Ed Wood movie rather than a serious Sci-Fi story. The story itself, might have looked good in outline form, even made it to the story board. However, it suffers obviously when it came time to filling this notion out into a two hour movie. There are no special effects to keep us entertained in the total absence of a compelling story. There are places where they were obviously short of time and just improvised the dialog to fill the story out. Had this made the regular season, i"
1340,"I admit that for the first 20 minutes or so of this film I wasn't entirely sure I was going to sit through the whole thing. Like many other people, I found it pretty boring, and I wasn't entirely looking forward to an hour and a half of watching this guy bite icicles and stick them together. However, if you sit through the creation of his first work long enough to see the finished product, you get an idea of how impressive the rest of the film is. I really think it's sad that so many people found this impossibly boring or a retread of ideas done by other artists. <br /><br />Rivers and Tides is a quiet study of some of the artwork and methods of Andy Goldsworthy, who makes his art entirely out of things in nature, generally resulting in pieces that will be consumed by nature through the normal process of entropy. It is slow moving and unglamorous, but I think that a lot of the point of the movie is to show that Goldsworthy's art does not need any accompaniment in order for it to be app"
1341,"I generally love these 1930 mystery/police Charlie Chan type of movies, and this is no exception. However, something seems bad with this movie. A late attempt to switch from cerebral Moto movies centered around the plot contrivances to a salad bar spoilt by comedy relief that is as relieving as sore feet. A typecast buffoon appears from nowhere impersonating a clumsy Englishman who plays the detective, and even other characters seem entangled into providing comedy relief. The plot may seem odd or a bare excuse to us today, but back then the possibility of epochal archaeological discoveries was not only real, but a commonplace occurrence."
1342,"Child 'Sexploitation' is one of the most serious issues facing our world today and I feared that any film on the topic would jump straight to scenes of an explicitly sexual nature in order to shock and disturb the audience. After having seen both 'Trade' and 'Holly', one film moved me to want to actually see a change in international laws. The other felt like a poor attempt at making me cry for five minutes with emotive music and the odd suicide. <br /><br />I do not believe that turning this issue into a Hollywood tear jerker is a useful or necessary strategy to adopt and I must commend the makes of 'Holly' for engaging subtly but powerfully with the terrible conditions these children are sadly forced to endure. 'Trade' wavered between serious and stupid with scenes involving the death of a cat coming after images that represented children being forced to commit some horrendous acts. I found this unengaging and at times offensive to the cause. If I had wanted a cheap laugh I would not"
1343,"Edwin Porter's 1903 short film entitled ""The Great Train Robbery"" bursts onto the screen with so much excitement and ingenuity that one prepares to be blown away by another pioneering early film. Just like Melies' ""A Trip to the Moon"", critics have hailed this as being the film that introduced the western genre into modern cinema. In my eyes, they were right. It had everything from the planning, the actual heist of the train, the murder of an unwanted civilian, and that looming final scene that makes you realize that these villains mean business  it was all monumental for its time. From here to Eastwood, every western filmmaker has used Porter's image in some form or another to create their own story. One cannot say that this film didn't open the door, but the struggle comes from the story itself. The genre was defined by Porter, but outside of its initial excitement  there really isn't anything to grapple onto. Perhaps I am jaded by the cliché modern westerns and their haphazard mes"
1344,"I have a 19-month old and got really tired of watching Care Bears all the time. Rooney is a great dancer, who cares if he is gay. This guy must have been a cheerleader or something.<br /><br />Beats Barney, cant get the songs out of my head....must...stop singing........Doodlebops songs........NOW.<br /><br />Must have 10 lines of text so I must continue.....what about when the say all the Canadian stuff like OOOUT Aboooot. Whacky Canadians.....Jazmine is rhyming too much, she must be Dutch.<br /><br />Knock knock, who's there, Dee Dee, super Hottie<br /><br />Bus driver Bob cannot dance, take lessons from Rooney"
1345,"So Angela has grown up and gotten therapy and an operation to turn her into a real life daughter, rather than the son that she was born, and now holds a job as - wait for it - a camp counselor! How appropriate, right? I know, I love it. Anyway, the first sequel to the Sleepaway Camp franchise obeys all the rules of horror sequels - more blood, more imaginative killings (which aren't imaginative, but still more so than the original), more nudity, a more elaborate plot, and generally worse than the original. <br /><br />It is entertaining in the same way as the original was, in that the characters and wardrobes are so goofy and so authentically 80's that you can't help getting a good laugh. At one point, a guy asks Angela out, and she says ""I'll call you,"" and then quickly walks away. The guy says to himself, ""How is she gonna call me? I don't have a phone!"" and then he sniffs his armpits, wondering what turned her off (it's the hair, dude!!).<br /><br />It is a well-known fact that in 8"
1346,"Rather annoying that reviewers keep comparing this to Planet Earth... Of *course* Planet Earth is better - it has much much more of the same. Earth is like an extended trailer for the Planet Earth series, and as such, is inevitably inferior and simplified. But that is not comparing like with like.<br /><br />As a feature-length documentary (or actually as a feature-length anything), it surpasses pretty much anything you will see in your entire life (unless you choose to traverse the Earth in helicopters with long-range cameras for years on end, and wait for months in the most extreme environments to catch a glimpse of the most extraordinary beings on earth, which - lets face it - is unlikely).<br /><br />On the narration: yes everyone in the UK - very much including me - adores David Attenborough, and there's little excuse for him not to be narrating here, but that hardly deserves knocking down a star or three. He wasn't a presenter on Planet Earth, just a narrator, and I'm sure he's m"
1347,"Remakes (and sequels) have been a staple of Cinema from the beginning of the media. It is pretty much a hit or miss venture though. If you take what's good of the original and build upon it and update key features too current standards, you can have a success. Note, such films like THE THIEF OF BAGDAD (1924/1940) or KING KONG (1933/2005) succeeded in their attempts. Others like KING KONG (1976) fail, miserably.<br /><br />BRIEF ENCOUNTER (1945) is the template for this film. It is as perfect as could be made on such a subject and we rate it IMDb**********Ten. The story is simple, Love, innocently found by accident and tragically lost. Why, it just happened for the two (2) principals involved at the wrong time. These are portrayed in a convincing and sensitive manner by TREVOR HOWARD and CECILIA JOHNSON. Neither are conventionally leading Star material, but quality Character Actors. For the details watch the film.<br /><br />Now what went wrong? A T.V. Movie, remade practically scene fo"
1348,"In the autobiographical coming-of-age tale ""Romulus, My Father,"" Eric Bana, of ""Munich"" fame, plays an impoverished German émigré struggling to raise his son, Raymond (Kodi Smit-McPhee), in rural 1960's Australia. The major obstacle to the family's stability and happiness is his wife, Christina (Franka Potente), who flagrantly violates her wedding vows by shamelessly shacking up with other men. Despite her highly unconventional behavior, Romulus refuses to grant her a divorce, masochistically torturing himself in the vain hope that she will one day return to him. It is, unfortunately, the good-hearted and good-natured Raimond who must bear witness to all this marital turmoil - and it is his memoir that serves as the basis for the movie (Raimond Gaita would later grow up to be an author).<br /><br />Even though I admire ""Romulus, My Father"" for what it is trying to do, I can't honestly say I enjoyed it, for while the film has some fine performances and serious intentions going for it, t"
1349,"Every once in a while , someone out of the blue looks at me a little sideways and asks ""What's with SNITCH'D"" ? I know immediately they have a case of barely-hidden amusement + horror. You see, I was the cinematographer on the film.<br /><br />Let me clarify some points regarding this ""interesting life experience"".<br /><br />Originally, SNITCH'D was called ONE HARD HIT. I met James Cahill in July of 1999, a day after I wrapped TRIANGLE SQUARE, a great little 35mm feature that like so many indie features of the era never got distribution despite festival accolades...it fell eternal victim to the fine print of SAG's notorious Experimental Feature contract. But I digress...<br /><br />I though I was on a roll, and when James asked me to shoot his little gangster flick in 16mm with a shooting budget of about $25,000, not wanting to break pace, I took it. After all, CLERKS, EL MARIACHI... I too believed the myth back then.<br /><br />Let's just chalk it up as ""film school"" for many involve"
1350,"10 ITEMS OR LESS was made in two weeks on a shoestring budget by writer/director Brad Silberling, just a little film shot in Carson, CA that feels like the entire story was improvised...in the best sense of the word. Silberling had the good fortune to pair veteran actor Morgan Freeman, in between his big projects, with Spanish actress Paz Vega, and the result is a dialogue between two people from different vantages who manage to enhance the life of the other.<br /><br />Morgan Freeman plays himself - yet part of the comedy is that he is depicted as an actor who has been out of work for four years, scouting a location for a little 'filler film' to get back into the flow of things. His 'role' is to be that of a market manager and he is dropped off at seedy market in Carson where he encounters, among others, one Scarlet, the girl at the argumentative 10 Items or Less checkout line. Not only is Scarlet tired of her static job, she is also generally angry about her philandering husband (Bob"
1351,"Sleepwalkers are creatures who drain the life force completely out of humans to survive...but they can only use virgins (it's not explained why). Charles Brady (Brian Krause) is one such who needs to feed his mother Mary (Alice Krige). He goes after likable Tanya (Madchen Amick). Will she escape?<br /><br />On one hand this is a GREAT horror film. Fast-paced, plenty of blood and gore and a nice, twisted sense of humor. There are plenty of in joke references for horror buffs (Castle Rock is mentioned once). Also Krause is excellent (who would have thought he could act after ""Return to the Blue Lagoon"") as is Kirge and Amick. But I find this film annoying.<br /><br />It was written for the screen by Stephen King and it's maddeningly vague. The sleepwalkers are never fully explained. Where are they from? Why are they called that? Why does the son have to feed the mother? Why do cats hate them and can kill them? What are their powers after all (at one point Krause makes a car disappear AND"
1352,"La Chute de la Maison Usher, or The Fall of the House of Usher as it's know amongst English audiences, starts with Allan (Charles Lamy) heading for the Castle of his good friend Sir Roderick Usher (Jean Debucourt) who sent him a letter saying that his wife Madeleine is ill. Once there Allan finds Madeleine very sick & her husband Roderick determined & almost obsessed to paint her portrait. As Roderick paints Madeleine becomes weaker & weaker almost as if the picture is draining the life out of her, Allan tries to help his friend but tragedy soon strikes...<br /><br />This French production was co-written, produced & directed by Jean Epstein & was the second of two filmed The Fall of the House of Usher adaptations during 1928, honestly I don't know the original novel was published in 1839, I mean you wait 89 years for a filmed adaptation & two come along at the same time! Anyway, I feel that I have a bit of a problem here as I have read plenty of positive comments about La Chute de la M"
1353,"Who ever came up with story is one sick person. I rented it for our slumber party sleepover and all six of us got freaked out cause we're all in an acting class together, and we know a couple of the actors from class. Besides everybody screaming the whole freaky night, I had freaky nightmares. I kept thinking oh my God, if I get up to go to the bathroom to pee I'm going to be stabbed in the middle of wiping or something. I couldn't even go to the bathroom because we watched this gruesome horror movie. I also thought why are all the girls topless in this movie but we don't any of the boys units? You should make a horror film where the killer is a girl and chopping off units. I would watch that over and over. Call it hard or soft or something stupid like that. I'm only giving this movie a 9 because you FREAKED ME OUT FREAKS."
1354,"Before George Clooney directed Sam Rockwell in his directorial debut ""Confessions of a Dangerous Mind"", they starred together in this movie. George Clooney also was involved with this movie as a producer, along with Steven Soderbergh, which shows that they really believed in this project. In potential this also seems like a fine and entertaining project, that is in the same line with movie-remakes such as ""Ocean's Eleven"" and ""The Italian Job"" but somehow this movie is only halve successful, or at least it isn't as good as it could had been.<br /><br />The movie its characters are all being played by some fine well known actors but a shame is that the characters are not really given enough room to develop. Even though in their potential they could had turned into fun and enjoyable characters, they are now only characters that mildly entertain because mostly of some of the more quirky sequences that are in the movie. The fact that they are being played doesn't change much to this, even "
1355,"I watch a lot of films, good, bad and indifferent; there is usually something of interest to fixate upon, even if it is only set design, or the reliable labor of a good character actor, or the fortuitous laughter that emerges from watching ineptitude captured forever.<br /><br />However, I was quite pleasantly surprised by this film, one I had never seen before. Graham Greene has been translated into film many times of course, in such masterpieces as ""Thin Man"" and in lesser vehicles. ""Confidential Agent"" is one of those lesser vehicles, yet it manages to get me somewhere anyway, despite lackluster direction, the incongruity of Bacall and Boyer's depictions as (respectively) British and Spanish, and the almost complete non-existence of any chemistry between the two leads. In some ways, this last ""problem"" actually begins to work in the film's favor, for how can love really blossom in the killing atmosphere of fascism and capitalism meeting about one person's tragedy? The most compellin"
1356,"I feel the movie did not portray Smith historically. The goal of this movie was to tell Smith's life in a way that would be ""comfortable"" to the LDS Church leaders, historical accuracy seems to have been of little concern. The movie was designed to be a ""faith promoting"" experience, not a balanced view of Smith ""as a man."" I have taken it upon myself to study Smith's life and have read both LDS works and none LDS works. The movie, like most LDS projects, was beautifully filmed and well acted. However, this was not a realistic portrayal of either the beginnings of Mormonism or Smith's relatively short life.<br /><br />A significant period of time was given to reenacting an accident that Smith had when he was seven. While this event was no doubt important in forming his mental outlook, it appears that the main reason for including it in the film is to help establish a sympathetic view of Joseph Smith. Another point is in portraying Smith's teen years the film is silent regarding the Smit"
1357,"N.B.: Spoilers within. Assigning an artistic director to an operatic production naturally and inevitably means you are going to get a piece of that director's mind. But directing a Wagner opera is an especially tricky task, as he was perhaps the most explicit opera composer in terms of what things should look like and how they should unfold. Hans-Jurgen Syberberg loads this filming of ""Parsifal,"" Wagner's final masterpiece, with enough extraneous ideas to cause it to nearly burst at the seams. You get more than a piece of the director: you get the whole fatted hog and then some. Syberberg is to be admired for his penchant for tearing back the covers on the uglier aspects of German history. But does it work to meld that desire to a Wagner opera already brimming with its own concepts? <br /><br />The scenes with the knights of the Holy Grail in Acts I and III are especially laden with visual allegory and symbolism. These are drawn come from Wagner's own time, from long before, and go wel"
1358,"I really liked BATMAN: DEAD END, I thought that it had a theatrical feel to it and that given a chance Collora could make a fine film. This trailer didn't quite give me the same impression. The story line, or potential story line, was quite good but due to the acting and special effects left me feeling like this would have made a good TV movie or television show.<br /><br />First, Michael O'Hearn is not that good a Superman. I actually thought he, in his brief appearance, made a decent Clark Kent. Sorry, I just don't think of SuperMan as being that buff. The suit Kent wore masked his size. Batman may have the body of a bodybuilder but not Superman. Supes is toned no doubt but not bulk. Anyway, I didn't care for all his posing and his transformation from Kent to Superman seemed cheezy. Now this may not be just O'Hearn's fault, Collora may have to take some of the credit for poor scripting and direction.<br /><br />Second, the special effects for flying were cheezy. Superman flies throug"
